      meta  ready=True hooks=8
      line  from=0x1cfdfd x0=5 y0=10 x1=85 y1=10 style=2 colour=5
      line  from=0x1cfe17 x0=5 y0=10 x1=5 y1=53 style=2 colour=5
      line  from=0x1cfe30 x0=85 y0=53 x1=6 y1=53 style=2 colour=24
      line  from=0x1cfe43 x0=85 y0=53 x1=85 y1=11 style=2 colour=24
   wrapped  from=0x1d810d x0=7 y0=12 x1=87 y1=55 style=c font=1 colour=32736 text=Version
3.9.60
     glyph  from=0x1d0a92 x=27 y=19 font=1 colour=32736 text=Version
     glyph  from=0x1d0a92 x=29 y=34 font=1 colour=32736 text=3.9.60
     panel  from=0x1d7c42 x0=5 y0=100 x1=85 y1=143 style=1021 colour=0 pattern=29596
      line  from=0x1cfdfd x0=6 y0=101 x1=84 y1=101 style=2 colour=17
      line  from=0x1cfe17 x0=6 y0=101 x1=6 y1=142 style=2 colour=17
      line  from=0x1cfe30 x0=84 y0=142 x1=7 y1=142 style=2 colour=8
      line  from=0x1cfe43 x0=84 y0=142 x1=84 y1=102 style=2 colour=8
      line  from=0x1cfdfd x0=5 y0=100 x1=85 y1=100 style=2 colour=21
      line  from=0x1cfe17 x0=5 y0=100 x1=5 y1=143 style=2 colour=21
      line  from=0x1cfe30 x0=85 y0=143 x1=6 y1=143 style=2 colour=4
      line  from=0x1cfe43 x0=85 y0=143 x1=85 y1=101 style=2 colour=4
   wrapped  from=0x1d810d x0=5 y0=100 x1=85 y1=143 style=2c font=1 colour=29596 text=Add
Manager
     glyph  from=0x1d0915 x=35 y=108 font=1 colour=19 text=Add
     glyph  from=0x1d0a92 x=34 y=107 font=1 colour=7 text=Add
     glyph  from=0x1d0915 x=22 y=123 font=1 colour=19 text=Manager
     glyph  from=0x1d0a92 x=21 y=122 font=1 colour=7 text=Manager
     panel  from=0x1d7c42 x0=5 y0=145 x1=85 y1=187 style=1021 colour=0 pattern=32736
      line  from=0x1cfdfd x0=6 y0=146 x1=84 y1=146 style=2 colour=15
      line  from=0x1cfe17 x0=6 y0=146 x1=6 y1=186 style=2 colour=15
      line  from=0x1cfe30 x0=84 y0=186 x1=7 y1=186 style=2 colour=8
      line  from=0x1cfe43 x0=84 y0=186 x1=84 y1=147 style=2 colour=8
      line  from=0x1cfdfd x0=5 y0=145 x1=85 y1=145 style=2 colour=19
      line  from=0x1cfe17 x0=5 y0=145 x1=5 y1=187 style=2 colour=19
      line  from=0x1cfe30 x0=85 y0=187 x1=6 y1=187 style=2 colour=4
      line  from=0x1cfe43 x0=85 y0=187 x1=85 y1=146 style=2 colour=4
   wrapped  from=0x1d810d x0=5 y0=145 x1=85 y1=187 style=c font=1 colour=32736 text=Restart
Game
     glyph  from=0x1d0a92 x=27 y=151 font=1 colour=32736 text=Restart
     glyph  from=0x1d0a92 x=30 y=166 font=1 colour=32736 text=Game
     panel  from=0x1d7c42 x0=5 y0=189 x1=85 y1=232 style=1021 colour=0 pattern=32736
      line  from=0x1cfdfd x0=6 y0=190 x1=84 y1=190 style=2 colour=14
      line  from=0x1cfe17 x0=6 y0=190 x1=6 y1=231 style=2 colour=14
      line  from=0x1cfe30 x0=84 y0=231 x1=7 y1=231 style=2 colour=7
      line  from=0x1cfe43 x0=84 y0=231 x1=84 y1=191 style=2 colour=7
      line  from=0x1cfdfd x0=5 y0=189 x1=85 y1=189 style=2 colour=18
      line  from=0x1cfe17 x0=5 y0=189 x1=5 y1=232 style=2 colour=18
      line  from=0x1cfe30 x0=85 y0=232 x1=6 y1=232 style=2 colour=3
      line  from=0x1cfe43 x0=85 y0=232 x1=85 y1=190 style=2 colour=3
   wrapped  from=0x1d810d x0=5 y0=189 x1=85 y1=232 style=c font=1 colour=32736 text=Exit
Game
     glyph  from=0x1d0a92 x=35 y=196 font=1 colour=32736 text=Exit
     glyph  from=0x1d0a92 x=30 y=211 font=1 colour=32736 text=Game
     panel  from=0x3222 x0=5 y0=10 x1=85 y1=590 style=1 colour=0 pattern=0
     panel  from=0x1d7c42 x0=5 y0=55 x1=44 y1=98 style=1021 colour=0 pattern=29596
      line  from=0x1cfdfd x0=6 y0=56 x1=43 y1=56 style=2 colour=18
      line  from=0x1cfe17 x0=6 y0=56 x1=6 y1=97 style=2 colour=18
      line  from=0x1cfe30 x0=43 y0=97 x1=7 y1=97 style=2 colour=9
      line  from=0x1cfe43 x0=43 y0=97 x1=43 y1=57 style=2 colour=9
      line  from=0x1cfdfd x0=5 y0=55 x1=44 y1=55 style=2 colour=23
      line  from=0x1cfe17 x0=5 y0=55 x1=5 y1=98 style=2 colour=23
      line  from=0x1cfe30 x0=44 y0=98 x1=6 y1=98 style=2 colour=4
      line  from=0x1cfe43 x0=44 y0=98 x1=44 y1=56 style=2 colour=4
   wrapped  from=0x1d810d x0=5 y0=55 x1=44 y1=98 style=c font=1 colour=29596 text=<<<
     glyph  from=0x1d0a92 x=10 y=69 font=1 colour=29596 text=<<<
     panel  from=0x1d7c42 x0=46 y0=55 x1=85 y1=98 style=1021 colour=0 pattern=29596
      line  from=0x1cfdfd x0=47 y0=56 x1=84 y1=56 style=2 colour=18
      line  from=0x1cfe17 x0=47 y0=56 x1=47 y1=97 style=2 colour=18
      line  from=0x1cfe30 x0=84 y0=97 x1=48 y1=97 style=2 colour=9
      line  from=0x1cfe43 x0=84 y0=97 x1=84 y1=57 style=2 colour=9
      line  from=0x1cfdfd x0=46 y0=55 x1=85 y1=55 style=2 colour=23
      line  from=0x1cfe17 x0=46 y0=55 x1=46 y1=98 style=2 colour=23
      line  from=0x1cfe30 x0=85 y0=98 x1=47 y1=98 style=2 colour=4
      line  from=0x1cfe43 x0=85 y0=98 x1=85 y1=56 style=2 colour=4
   wrapped  from=0x1d810d x0=46 y0=55 x1=85 y1=98 style=c font=1 colour=29596 text=>>>
     glyph  from=0x1d0a92 x=51 y=69 font=1 colour=29596 text=>>>
     panel  from=0x3222 x0=110 y0=145 x1=525 y1=165 style=2 colour=0 pattern=0
    darken  from=0x1cf645 x0=110 y0=145 x1=525 y1=165
     panel  from=0x1d7c42 x0=112 y0=147 x1=227 y1=163 style=1 colour=16912 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=147 x1=227 y1=163 style=1 font=1 colour=29596 text=  Use Real Players:
     glyph  from=0x1d0a92 x=112 y=148 font=1 colour=29596 text=  Use Real Players:
     panel  from=0x1d7c42 x0=229 y0=147 x1=264 y1=163 style=801 colour=16912 pattern=32256
      rect  from=0x1d0388 x0=228 y0=146 x1=265 y1=164 style=2 colour=32736
      line  from=0x1cd7c6 x0=228 y0=146 x1=265 y1=146 style=2 colour=32736
      line  from=0x1cd7d6 x0=265 y0=146 x1=265 y1=164 style=2 colour=32736
      line  from=0x1cd7e6 x0=265 y0=164 x1=228 y1=164 style=2 colour=32736
      line  from=0x1cd7f9 x0=228 y0=164 x1=228 y1=146 style=2 colour=32736
   wrapped  from=0x1d810d x0=229 y0=147 x1=264 y1=163 style=c font=1 colour=32256 text=Yes
     glyph  from=0x1d0a92 x=238 y=148 font=1 colour=32256 text=Yes
     panel  from=0x1d7c42 x0=268 y0=147 x1=303 y1=163 style=1 colour=16912 pattern=16912
   wrapped  from=0x1d810d x0=268 y0=147 x1=303 y1=163 style=c font=1 colour=16912 text=No
     glyph  from=0x1d0a92 x=278 y=148 font=1 colour=16912 text=No
     panel  from=0x1d7c42 x0=332 y0=147 x1=447 y1=163 style=1 colour=16912 pattern=29596
   wrapped  from=0x1d810d x0=332 y0=147 x1=447 y1=163 style=1 font=1 colour=29596 text=  Attribute Masking:
     glyph  from=0x1d0a92 x=332 y=148 font=1 colour=29596 text=  Attribute Masking:
     panel  from=0x1d7c42 x0=449 y0=147 x1=484 y1=163 style=801 colour=16912 pattern=32256
      rect  from=0x1d0388 x0=448 y0=146 x1=485 y1=164 style=2 colour=32736
      line  from=0x1cd7c6 x0=448 y0=146 x1=485 y1=146 style=2 colour=32736
      line  from=0x1cd7d6 x0=485 y0=146 x1=485 y1=164 style=2 colour=32736
      line  from=0x1cd7e6 x0=485 y0=164 x1=448 y1=164 style=2 colour=32736
      line  from=0x1cd7f9 x0=448 y0=164 x1=448 y1=146 style=2 colour=32736
   wrapped  from=0x1d810d x0=449 y0=147 x1=484 y1=163 style=c font=1 colour=32256 text=Yes
     glyph  from=0x1d0a92 x=458 y=148 font=1 colour=32256 text=Yes
     panel  from=0x1d7c42 x0=488 y0=147 x1=523 y1=163 style=1 colour=16912 pattern=16912
   wrapped  from=0x1d810d x0=488 y0=147 x1=523 y1=163 style=c font=1 colour=16912 text=No
     glyph  from=0x1d0a92 x=498 y=148 font=1 colour=16912 text=No
     panel  from=0x3222 x0=530 y0=145 x1=780 y1=165 style=1 colour=0 pattern=0
     panel  from=0x1d7c42 x0=530 y0=145 x1=654 y1=165 style=30 colour=16912 pattern=29596
      rect  from=0x1cf673 x0=530 y0=145 x1=654 y1=165 style=4 colour=16912
      line  from=0x1cd856 x0=530 y0=145 x1=654 y1=145 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=146 x1=654 y1=146 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=147 x1=654 y1=147 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=148 x1=654 y1=148 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=149 x1=654 y1=149 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=150 x1=654 y1=150 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=151 x1=654 y1=151 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=152 x1=654 y1=152 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=153 x1=654 y1=153 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=154 x1=654 y1=154 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=155 x1=654 y1=155 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=156 x1=654 y1=156 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=157 x1=654 y1=157 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=158 x1=654 y1=158 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=159 x1=654 y1=159 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=160 x1=654 y1=160 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=161 x1=654 y1=161 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=162 x1=654 y1=162 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=163 x1=654 y1=163 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=164 x1=654 y1=164 style=2 colour=16912
      line  from=0x1cd856 x0=530 y0=165 x1=654 y1=165 style=2 colour=16912
      line  from=0x1cfdfd x0=531 y0=146 x1=653 y1=146 style=2 colour=22197
      line  from=0x1cfe17 x0=531 y0=146 x1=531 y1=164 style=2 colour=22197
      line  from=0x1cfe30 x0=653 y0=164 x1=532 y1=164 style=2 colour=11594
      line  from=0x1cfe43 x0=653 y0=164 x1=653 y1=147 style=2 colour=11594
      line  from=0x1cfdfd x0=530 y0=145 x1=654 y1=145 style=2 colour=28538
      line  from=0x1cfe17 x0=530 y0=145 x1=530 y1=165 style=2 colour=28538
      line  from=0x1cfe30 x0=654 y0=165 x1=531 y1=165 style=2 colour=5285
      line  from=0x1cfe43 x0=654 y0=165 x1=654 y1=146 style=2 colour=5285
   wrapped  from=0x1d810d x0=530 y0=145 x1=654 y1=165 style=c font=1 colour=29596 text=Select All
     glyph  from=0x1d0a92 x=568 y=148 font=1 colour=29596 text=Select All
     panel  from=0x1d7c42 x0=656 y0=145 x1=780 y1=165 style=30 colour=16912 pattern=29596
      rect  from=0x1cf673 x0=656 y0=145 x1=780 y1=165 style=4 colour=16912
      line  from=0x1cd856 x0=656 y0=145 x1=780 y1=145 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=146 x1=780 y1=146 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=147 x1=780 y1=147 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=148 x1=780 y1=148 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=149 x1=780 y1=149 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=150 x1=780 y1=150 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=151 x1=780 y1=151 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=152 x1=780 y1=152 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=153 x1=780 y1=153 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=154 x1=780 y1=154 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=155 x1=780 y1=155 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=156 x1=780 y1=156 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=157 x1=780 y1=157 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=158 x1=780 y1=158 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=159 x1=780 y1=159 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=160 x1=780 y1=160 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=161 x1=780 y1=161 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=162 x1=780 y1=162 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=163 x1=780 y1=163 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=164 x1=780 y1=164 style=2 colour=16912
      line  from=0x1cd856 x0=656 y0=165 x1=780 y1=165 style=2 colour=16912
      line  from=0x1cfdfd x0=657 y0=146 x1=779 y1=146 style=2 colour=22197
      line  from=0x1cfe17 x0=657 y0=146 x1=657 y1=164 style=2 colour=22197
      line  from=0x1cfe30 x0=779 y0=164 x1=658 y1=164 style=2 colour=11594
      line  from=0x1cfe43 x0=779 y0=164 x1=779 y1=147 style=2 colour=11594
      line  from=0x1cfdfd x0=656 y0=145 x1=780 y1=145 style=2 colour=28538
      line  from=0x1cfe17 x0=656 y0=145 x1=656 y1=165 style=2 colour=28538
      line  from=0x1cfe30 x0=780 y0=165 x1=657 y1=165 style=2 colour=5285
      line  from=0x1cfe43 x0=780 y0=165 x1=780 y1=146 style=2 colour=5285
   wrapped  from=0x1d810d x0=656 y0=145 x1=780 y1=165 style=c font=1 colour=29596 text=De-Select All
     glyph  from=0x1d0a92 x=684 y=148 font=1 colour=29596 text=De-Select All
     panel  from=0x3222 x0=110 y0=170 x1=780 y1=535 style=2 colour=0 pattern=0
    darken  from=0x1cf645 x0=110 y0=170 x1=780 y1=535
     panel  from=0x1d7c42 x0=112 y0=178 x1=308 y1=198 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=178 x1=308 y1=198 style=1 font=3 colour=29596 text=  Argentina
     glyph  from=0x1d0a92 x=112 y=178 font=3 colour=29596 text=  Argentina
     panel  from=0x1d7c42 x0=319 y0=178 x1=446 y1=198 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=178 x1=446 y1=198 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=179 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=178 x1=584 y1=198 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=178 x1=584 y1=198 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=179 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=200 x1=308 y1=220 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=200 x1=308 y1=220 style=1 font=3 colour=29596 text=  Australia
     glyph  from=0x1d0a92 x=112 y=200 font=3 colour=29596 text=  Australia
     panel  from=0x1d7c42 x0=319 y0=200 x1=446 y1=220 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=200 x1=446 y1=220 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=201 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=200 x1=584 y1=220 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=200 x1=584 y1=220 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=201 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=222 x1=308 y1=242 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=222 x1=308 y1=242 style=1 font=3 colour=29596 text=  Belgium
     glyph  from=0x1d0a92 x=112 y=222 font=3 colour=29596 text=  Belgium
     panel  from=0x1d7c42 x0=319 y0=222 x1=446 y1=242 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=222 x1=446 y1=242 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=223 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=222 x1=584 y1=242 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=222 x1=584 y1=242 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=223 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=244 x1=308 y1=264 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=244 x1=308 y1=264 style=1 font=3 colour=29596 text=  Brazil
     glyph  from=0x1d0a92 x=112 y=244 font=3 colour=29596 text=  Brazil
     panel  from=0x1d7c42 x0=319 y0=244 x1=446 y1=264 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=244 x1=446 y1=264 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=245 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=244 x1=584 y1=264 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=244 x1=584 y1=264 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=245 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=266 x1=308 y1=286 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=266 x1=308 y1=286 style=1 font=3 colour=29596 text=  Croatia
     glyph  from=0x1d0a92 x=112 y=266 font=3 colour=29596 text=  Croatia
     panel  from=0x1d7c42 x0=319 y0=266 x1=446 y1=286 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=266 x1=446 y1=286 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=267 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=266 x1=584 y1=286 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=266 x1=584 y1=286 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=267 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=288 x1=308 y1=308 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=288 x1=308 y1=308 style=1 font=3 colour=29596 text=  Denmark
     glyph  from=0x1d0a92 x=112 y=288 font=3 colour=29596 text=  Denmark
     panel  from=0x1d7c42 x0=319 y0=288 x1=446 y1=308 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=288 x1=446 y1=308 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=289 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=288 x1=584 y1=308 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=288 x1=584 y1=308 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=289 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=310 x1=308 y1=330 style=1 colour=0 pattern=32736
   wrapped  from=0x1d810d x0=112 y0=310 x1=308 y1=330 style=1 font=3 colour=32736 text=  England
     glyph  from=0x1d0a92 x=112 y=310 font=3 colour=32736 text=  England
     panel  from=0x1d7c42 x0=319 y0=310 x1=446 y1=330 style=801 colour=0 pattern=32256
      rect  from=0x1d0388 x0=318 y0=309 x1=447 y1=331 style=2 colour=32736
      line  from=0x1cd7c6 x0=318 y0=309 x1=447 y1=309 style=2 colour=32736
      line  from=0x1cd7d6 x0=447 y0=309 x1=447 y1=331 style=2 colour=32736
      line  from=0x1cd7e6 x0=447 y0=331 x1=318 y1=331 style=2 colour=32736
      line  from=0x1cd7f9 x0=318 y0=331 x1=318 y1=309 style=2 colour=32736
   wrapped  from=0x1d810d x0=319 y0=310 x1=446 y1=330 style=c font=2 colour=32256 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=311 font=2 colour=32256 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=310 x1=584 y1=330 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=310 x1=584 y1=330 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=311 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=594 y0=310 x1=756 y1=330 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=594 y0=310 x1=756 y1=330 style=c font=2 colour=16912 text=Conference Division
     glyph  from=0x1d0a92 x=617 y=311 font=2 colour=16912 text=Conference Division
     panel  from=0x1d7c42 x0=112 y0=332 x1=308 y1=352 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=332 x1=308 y1=352 style=1 font=3 colour=29596 text=  Finland
     glyph  from=0x1d0a92 x=112 y=332 font=3 colour=29596 text=  Finland
     panel  from=0x1d7c42 x0=319 y0=332 x1=446 y1=352 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=332 x1=446 y1=352 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=333 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=332 x1=584 y1=352 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=332 x1=584 y1=352 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=333 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=354 x1=308 y1=373 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=354 x1=308 y1=373 style=1 font=3 colour=29596 text=  France
     glyph  from=0x1d0a92 x=112 y=354 font=3 colour=29596 text=  France
     panel  from=0x1d7c42 x0=319 y0=354 x1=446 y1=373 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=354 x1=446 y1=373 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=355 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=354 x1=584 y1=373 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=354 x1=584 y1=373 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=355 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=375 x1=308 y1=395 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=375 x1=308 y1=395 style=1 font=3 colour=29596 text=  Germany
     glyph  from=0x1d0a92 x=112 y=375 font=3 colour=29596 text=  Germany
     panel  from=0x1d7c42 x0=319 y0=375 x1=446 y1=395 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=375 x1=446 y1=395 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=376 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=375 x1=584 y1=395 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=375 x1=584 y1=395 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=376 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=594 y0=375 x1=756 y1=395 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=594 y0=375 x1=756 y1=395 style=c font=2 colour=16912 text=Regional Divisions
     glyph  from=0x1d0a92 x=622 y=376 font=2 colour=16912 text=Regional Divisions
     panel  from=0x1d7c42 x0=112 y0=397 x1=308 y1=417 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=397 x1=308 y1=417 style=1 font=3 colour=29596 text=  Greece
     glyph  from=0x1d0a92 x=112 y=397 font=3 colour=29596 text=  Greece
     panel  from=0x1d7c42 x0=319 y0=397 x1=446 y1=417 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=397 x1=446 y1=417 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=398 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=397 x1=584 y1=417 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=397 x1=584 y1=417 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=398 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=419 x1=308 y1=439 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=419 x1=308 y1=439 style=1 font=3 colour=29596 text=  Holland
     glyph  from=0x1d0a92 x=112 y=419 font=3 colour=29596 text=  Holland
     panel  from=0x1d7c42 x0=319 y0=419 x1=446 y1=439 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=419 x1=446 y1=439 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=420 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=419 x1=584 y1=439 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=419 x1=584 y1=439 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=420 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=112 y0=441 x1=308 y1=461 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=441 x1=308 y1=461 style=1 font=3 colour=29596 text=  Italy
     glyph  from=0x1d0a92 x=112 y=441 font=3 colour=29596 text=  Italy
     panel  from=0x1d7c42 x0=319 y0=441 x1=446 y1=461 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=441 x1=446 y1=461 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=442 font=2 colour=16912 text=SELECTED
     panel  from=0x1d7c42 x0=457 y0=441 x1=584 y1=461 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=457 y0=441 x1=584 y1=461 style=c font=2 colour=16912 text=BACKGROUND
     glyph  from=0x1d0a92 x=476 y=442 font=2 colour=16912 text=BACKGROUND
     panel  from=0x1d7c42 x0=594 y0=441 x1=756 y1=461 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=594 y0=441 x1=756 y1=461 style=c font=2 colour=16912 text=Serie C2 A, B, C
     glyph  from=0x1d0a92 x=629 y=442 font=2 colour=16912 text=Serie C2 A, B, C
     panel  from=0x1d7c42 x0=112 y0=463 x1=308 y1=483 style=1 colour=0 pattern=29596
   wrapped  from=0x1d810d x0=112 y0=463 x1=308 y1=483 style=1 font=3 colour=29596 text=  Japan
     glyph  from=0x1d0a92 x=112 y=463 font=3 colour=29596 text=  Japan
     panel  from=0x1d7c42 x0=319 y0=463 x1=446 y1=483 style=1 colour=0 pattern=16912
   wrapped  from=0x1d810d x0=319 y0=463 x1=446 y1=483 style=c font=2 colour=16912 text=SELECTED
     glyph  from=0x1d0a92 x=353 y=464 font=2 colour=16912 text=SELECTED
